界面分类,界面名称,分组(模块/应用),图片对应功能,MTZ顶层模块,模块内路径,宽,高,九宫格.9.png,关键槽位
framework,全局系统控件,系统框架 · xhdpi,switch_thumb_activated_holo_light.9.png,framework-res,res/drawable-xhdpi/switch_thumb_activated_holo_light.9.png,78,42,是,
framework,全局系统控件,系统框架 · xhdpi,switch_thumb_pressed_holo_dark.9.png,framework-res,res/drawable-xhdpi/switch_thumb_pressed_holo_dark.9.png,78,42,是,
framework,全局系统控件,系统框架 · xhdpi,switch_thumb_pressed_holo_light.9.png,framework-res,res/drawable-xhdpi/switch_thumb_pressed_holo_light.9.png,78,42,是,
framework,全局系统控件,系统框架 · xhdpi,tab_focus_bar_left.9.png,framework-res,res/drawable-xhdpi/tab_focus_bar_left.9.png,2,6,是,
framework,全局系统控件,系统框架 · xhdpi,tab_focus_bar_right.9.png,framework-res,res/drawable-xhdpi/tab_focus_bar_right.9.png,2,6,是,
framework,全局系统控件,系统框架 · xhdpi,tab_indicator_ab_holo.9.png,framework-res,res/drawable-xhdpi/tab_indicator_ab_holo.9.png,108,96,是,
framework,全局系统控件,系统框架 · xhdpi,tab_press_bar_left.9.png,framework-res,res/drawable-xhdpi/tab_press_bar_left.9.png,2,6,是,
framework,全局系统控件,系统框架 · xhdpi,tab_press_bar_right.9.png,framework-res,res/drawable-xhdpi/tab_press_bar_right.9.png,2,6,是,
framework,全局系统控件,系统框架 · xhdpi,tab_selected_bar_left.9.png,framework-res,res/drawable-xhdpi/tab_selected_bar_left.9.png,2,6,是,
framework,全局系统控件,系统框架 · xhdpi,tab_selected_bar_left_v4.9.png,framework-res,res/drawable-xhdpi/tab_selected_bar_left_v4.9.png,1,5,是,
framework,全局系统控件,系统框架 · xhdpi,tab_selected_bar_right.9.png,framework-res,res/drawable-xhdpi/tab_selected_bar_right.9.png,2,6,是,
framework,全局系统控件,系统框架 · xhdpi,tab_selected_bar_right_v4.9.png,framework-res,res/drawable-xhdpi/tab_selected_bar_right_v4.9.png,1,5,是,
framework,全局系统控件,系统框架 · xhdpi,tab_selected_focused_holo.9.png,framework-res,res/drawable-xhdpi/tab_selected_focused_holo.9.png,4,16,是,
framework,全局系统控件,系统框架 · xhdpi,tab_selected_holo.9.png,framework-res,res/drawable-xhdpi/tab_selected_holo.9.png,4,16,是,
framework,全局系统控件,系统框架 · xhdpi,tab_selected_pressed_holo.9.png,framework-res,res/drawable-xhdpi/tab_selected_pressed_holo.9.png,4,16,是,
framework,全局系统控件,系统框架 · xhdpi,tab_unselected_focused_holo.9.png,framework-res,res/drawable-xhdpi/tab_unselected_focused_holo.9.png,4,8,是,
framework,全局系统控件,系统框架 · xhdpi,tab_unselected_holo.9.png,framework-res,res/drawable-xhdpi/tab_unselected_holo.9.png,4,8,是,
framework,全局系统控件,系统框架 · xhdpi,tab_unselected_pressed_holo.9.png,framework-res,res/drawable-xhdpi/tab_unselected_pressed_holo.9.png,4,8,是,
framework,全局系统控件,系统框架 · xhdpi,textfield_activated_holo_light.9.png,framework-res,res/drawable-xhdpi/textfield_activated_holo_light.9.png,52,64,是,
framework,全局系统控件,系统框架 · xhdpi,textfield_focused_holo_light.9.png,framework-res,res/drawable-xhdpi/textfield_focused_holo_light.9.png,52,64,是,
framework,全局系统控件,系统框架 · xhdpi,textfield_multiline_activated_holo_light.9.png,framework-res,res/drawable-xhdpi/textfield_multiline_activated_holo_light.9.png,52,64,是,
framework,全局系统控件,系统框架 · xhdpi,textfield_multiline_focused_holo_light.9.png,framework-res,res/drawable-xhdpi/textfield_multiline_focused_holo_light.9.png,52,64,是,
framework,全局系统控件,系统框架 · xhdpi,textfield_search_default_holo_light.9.png,framework-res,res/drawable-xhdpi/textfield_search_default_holo_light.9.png,77,72,是,
framework,全局系统控件,系统框架 · xhdpi,textfield_search_selected_holo_light.9.png,framework-res,res/drawable-xhdpi/textfield_search_selected_holo_light.9.png,77,72,是,
framework,全局系统控件,系统框架 · xhdpi,toast_frame.9.png,framework-res,res/drawable-xhdpi/toast_frame.9.png,245,200,是,
framework,全局系统控件,系统框架 · xhdpi,toast_frame_holo.9.png,framework-res,res/drawable-xhdpi/toast_frame_holo.9.png,245,200,是,
framework,全局系统控件,系统框架 · xhdpi,transportcontrol_bg.9.png,framework-res,res/drawable-xhdpi/transportcontrol_bg.9.png,108,96,是,
framework,全局系统控件,系统框架 · xxhdpi,ab_bottom_solid_light_holo.9.png,framework-res,res/drawable-xxhdpi/ab_bottom_solid_light_holo.9.png,72,72,是,
framework,全局系统控件,系统框架 · xxhdpi,ab_bottom_transparent_dark_holo.9.png,framework-res,res/drawable-xxhdpi/ab_bottom_transparent_dark_holo.9.png,48,48,是,
framework,全局系统控件,系统框架 · xxhdpi,ab_bottom_transparent_light_holo.9.png,framework-res,res/drawable-xxhdpi/ab_bottom_transparent_light_holo.9.png,72,72,是,
framework,全局系统控件,系统框架 · xxhdpi,ab_share_pack_holo_dark.9.png,framework-res,res/drawable-xxhdpi/ab_share_pack_holo_dark.9.png,48,48,是,
framework,全局系统控件,系统框架 · xxhdpi,ab_share_pack_holo_light.9.png,framework-res,res/drawable-xxhdpi/ab_share_pack_holo_light.9.png,48,48,是,
framework,全局系统控件,系统框架 · xxhdpi,ab_share_pack_mtrl_alpha.9.png,framework-res,res/drawable-xxhdpi/ab_share_pack_mtrl_alpha.9.png,48,48,是,
framework,全局系统控件,系统框架 · xxhdpi,ab_solid_light_holo.9.png,framework-res,res/drawable-xxhdpi/ab_solid_light_holo.9.png,72,72,是,
framework,全局系统控件,系统框架 · xxhdpi,ab_solid_shadow_holo.9.png,framework-res,res/drawable-xxhdpi/ab_solid_shadow_holo.9.png,48,48,是,
framework,全局系统控件,系统框架 · xxhdpi,ab_solid_shadow_mtrl_alpha.9.png,framework-res,res/drawable-xxhdpi/ab_solid_shadow_mtrl_alpha.9.png,48,48,是,
framework,全局系统控件,系统框架 · xxhdpi,ab_stacked_solid_light_holo.9.png,framework-res,res/drawable-xxhdpi/ab_stacked_solid_light_holo.9.png,72,72,是,
framework,全局系统控件,系统框架 · xxhdpi,ab_stacked_transparent_dark_holo.9.png,framework-res,res/drawable-xxhdpi/ab_stacked_transparent_dark_holo.9.png,72,72,是,
framework,全局系统控件,系统框架 · xxhdpi,ab_stacked_transparent_light_holo.9.png,framework-res,res/drawable-xxhdpi/ab_stacked_transparent_light_holo.9.png,72,72,是,
framework,全局系统控件,系统框架 · xxhdpi,ab_transparent_dark_holo.9.png,framework-res,res/drawable-xxhdpi/ab_transparent_dark_holo.9.png,48,48,是,
framework,全局系统控件,系统框架 · xxhdpi,ab_transparent_light_holo.9.png,framework-res,res/drawable-xxhdpi/ab_transparent_light_holo.9.png,48,48,是,
framework,全局系统控件,系统框架 · xxhdpi,bottom_bar.png,framework-res,res/drawable-xxhdpi/bottom_bar.png,640,109,,
framework,全局系统控件,系统框架 · xxhdpi,btn_bg_dialog.9.png,framework-res,res/drawable-xxhdpi/btn_bg_dialog.9.png,166,166,是,
framework,全局系统控件,系统框架 · xxhdpi,btn_cab_done_focused_holo_dark.9.png,framework-res,res/drawable-xxhdpi/btn_cab_done_focused_holo_dark.9.png,1,54,是,
framework,全局系统控件,系统框架 · xxhdpi,btn_cab_done_focused_holo_light.9.png,framework-res,res/drawable-xxhdpi/btn_cab_done_focused_holo_light.9.png,1,54,是,
framework,全局系统控件,系统框架 · xxhdpi,btn_cab_done_pressed_holo_dark.9.png,framework-res,res/drawable-xxhdpi/btn_cab_done_pressed_holo_dark.9.png,1,54,是,
framework,全局系统控件,系统框架 · xxhdpi,btn_cab_done_pressed_holo_light.9.png,framework-res,res/drawable-xxhdpi/btn_cab_done_pressed_holo_light.9.png,1,54,是,
framework,全局系统控件,系统框架 · xxhdpi,btn_check_on_disabled_focused_holo_dark.png,framework-res,res/drawable-xxhdpi/btn_check_on_disabled_focused_holo_dark.png,67,60,,
framework,全局系统控件,系统框架 · xxhdpi,btn_check_on_disabled_focused_holo_light.png,framework-res,res/drawable-xxhdpi/btn_check_on_disabled_focused_holo_light.png,67,60,,
framework,全局系统控件,系统框架 · xxhdpi,btn_check_on_disabled_holo_dark.png,framework-res,res/drawable-xxhdpi/btn_check_on_disabled_holo_dark.png,67,60,,
framework,全局系统控件,系统框架 · xxhdpi,btn_check_on_disabled_holo_light.png,framework-res,res/drawable-xxhdpi/btn_check_on_disabled_holo_light.png,67,60,,
framework,全局系统控件,系统框架 · xxhdpi,btn_check_on_focused_holo_dark.png,framework-res,res/drawable-xxhdpi/btn_check_on_focused_holo_dark.png,67,60,,
framework,全局系统控件,系统框架 · xxhdpi,btn_check_on_focused_holo_light.png,framework-res,res/drawable-xxhdpi/btn_check_on_focused_holo_light.png,67,60,,
framework,全局系统控件,系统框架 · xxhdpi,btn_check_on_holo_dark.png,framework-res,res/drawable-xxhdpi/btn_check_on_holo_dark.png,67,60,,
framework,全局系统控件,系统框架 · xxhdpi,btn_check_on_holo_light.png,framework-res,res/drawable-xxhdpi/btn_check_on_holo_light.png,67,60,,
framework,全局系统控件,系统框架 · xxhdpi,btn_check_on_pressed_holo_dark.png,framework-res,res/drawable-xxhdpi/btn_check_on_pressed_holo_dark.png,67,60,,
framework,全局系统控件,系统框架 · xxhdpi,btn_check_on_pressed_holo_light.png,framework-res,res/drawable-xxhdpi/btn_check_on_pressed_holo_light.png,67,60,,
framework,全局系统控件,系统框架 · xxhdpi,btn_default.9.png,framework-res,res/drawable-xxhdpi/btn_default.9.png,166,166,是,
framework,全局系统控件,系统框架 · xxhdpi,btn_default_disabled_focused_holo_dark.9.png,framework-res,res/drawable-xxhdpi/btn_default_disabled_focused_holo_dark.9.png,52,64,是,
framework,全局系统控件,系统框架 · xxhdpi,btn_default_disabled_focused_holo_light.9.png,framework-res,res/drawable-xxhdpi/btn_default_disabled_focused_holo_light.9.png,69,94,是,
framework,全局系统控件,系统框架 · xxhdpi,btn_default_disabled_holo.9.png,framework-res,res/drawable-xxhdpi/btn_default_disabled_holo.9.png,32,32,是,
framework,全局系统控件,系统框架 · xxhdpi,btn_default_disabled_holo_dark.9.png,framework-res,res/drawable-xxhdpi/btn_default_disabled_holo_dark.9.png,52,64,是,
framework,全局系统控件,系统框架 · xxhdpi,btn_default_disabled_holo_light.9.png,framework-res,res/drawable-xxhdpi/btn_default_disabled_holo_light.9.png,69,94,是,
framework,全局系统控件,系统框架 · xxhdpi,btn_default_focused_holo.9.png,framework-res,res/drawable-xxhdpi/btn_default_focused_holo.9.png,32,32,是,
framework,全局系统控件,系统框架 · xxhdpi,btn_default_focused_holo_dark.9.png,framework-res,res/drawable-xxhdpi/btn_default_focused_holo_dark.9.png,52,64,是,
framework,全局系统控件,系统框架 · xxhdpi,btn_default_focused_holo_light.9.png,framework-res,res/drawable-xxhdpi/btn_default_focused_holo_light.9.png,69,94,是,
framework,全局系统控件,系统框架 · xxhdpi,btn_default_normal.9.png,framework-res,res/drawable-xxhdpi/btn_default_normal.9.png,48,96,是,
framework,全局系统控件,系统框架 · xxhdpi,btn_default_normal_disable.9.png,framework-res,res/drawable-xxhdpi/btn_default_normal_disable.9.png,48,96,是,
framework,全局系统控件,系统框架 · xxhdpi,btn_default_normal_disable_focused.9.png,framework-res,res/drawable-xxhdpi/btn_default_normal_disable_focused.9.png,48,96,是,
framework,全局系统控件,系统框架 · xxhdpi,btn_default_normal_holo.9.png,framework-res,res/drawable-xxhdpi/btn_default_normal_holo.9.png,32,32,是,
framework,全局系统控件,系统框架 · xxhdpi,btn_default_normal_holo_dark.9.png,framework-res,res/drawable-xxhdpi/btn_default_normal_holo_dark.9.png,52,64,是,
framework,全局系统控件,系统框架 · xxhdpi,btn_default_normal_holo_light.9.png,framework-res,res/drawable-xxhdpi/btn_default_normal_holo_light.9.png,69,94,是,
framework,全局系统控件,系统框架 · xxhdpi,btn_default_pressed.9.png,framework-res,res/drawable-xxhdpi/btn_default_pressed.9.png,48,96,是,
framework,全局系统控件,系统框架 · xxhdpi,btn_default_pressed_holo.9.png,framework-res,res/drawable-xxhdpi/btn_default_pressed_holo.9.png,32,32,是,
framework,全局系统控件,系统框架 · xxhdpi,btn_default_pressed_holo_dark.9.png,framework-res,res/drawable-xxhdpi/btn_default_pressed_holo_dark.9.png,52,64,是,
framework,全局系统控件,系统框架 · xxhdpi,btn_default_pressed_holo_light.9.png,framework-res,res/drawable-xxhdpi/btn_default_pressed_holo_light.9.png,69,94,是,
framework,全局系统控件,系统框架 · xxhdpi,btn_default_selected.9.png,framework-res,res/drawable-xxhdpi/btn_default_selected.9.png,48,96,是,
framework,全局系统控件,系统框架 · xxhdpi,btn_default_small_normal.9.png,framework-res,res/drawable-xxhdpi/btn_default_small_normal.9.png,40,72,是,
framework,全局系统控件,系统框架 · xxhdpi,btn_default_small_normal_disable.9.png,framework-res,res/drawable-xxhdpi/btn_default_small_normal_disable.9.png,40,72,是,
framework,全局系统控件,系统框架 · xxhdpi,btn_default_small_normal_disable_focused.9.png,framework-res,res/drawable-xxhdpi/btn_default_small_normal_disable_focused.9.png,40,72,是,
framework,全局系统控件,系统框架 · xxhdpi,btn_default_small_pressed.9.png,framework-res,res/drawable-xxhdpi/btn_default_small_pressed.9.png,40,72,是,
framework,全局系统控件,系统框架 · xxhdpi,btn_default_small_selected.9.png,framework-res,res/drawable-xxhdpi/btn_default_small_selected.9.png,40,72,是,
framework,全局系统控件,系统框架 · xxhdpi,btn_default_transparent_normal.9.png,framework-res,res/drawable-xxhdpi/btn_default_transparent_normal.9.png,48,96,是,
framework,全局系统控件,系统框架 · xxhdpi,btn_radio_on_disabled_focused_holo_dark.png,framework-res,res/drawable-xxhdpi/btn_radio_on_disabled_focused_holo_dark.png,67,60,,
framework,全局系统控件,系统框架 · xxhdpi,btn_radio_on_disabled_focused_holo_light.png,framework-res,res/drawable-xxhdpi/btn_radio_on_disabled_focused_holo_light.png,67,60,,
framework,全局系统控件,系统框架 · xxhdpi,btn_radio_on_disabled_holo_dark.png,framework-res,res/drawable-xxhdpi/btn_radio_on_disabled_holo_dark.png,67,60,,
framework,全局系统控件,系统框架 · xxhdpi,btn_radio_on_disabled_holo_light.png,framework-res,res/drawable-xxhdpi/btn_radio_on_disabled_holo_light.png,67,60,,
framework,全局系统控件,系统框架 · xxhdpi,btn_radio_on_focused_holo_dark.png,framework-res,res/drawable-xxhdpi/btn_radio_on_focused_holo_dark.png,67,60,,
framework,全局系统控件,系统框架 · xxhdpi,btn_radio_on_focused_holo_light.png,framework-res,res/drawable-xxhdpi/btn_radio_on_focused_holo_light.png,67,60,,
framework,全局系统控件,系统框架 · xxhdpi,btn_radio_on_holo_dark.png,framework-res,res/drawable-xxhdpi/btn_radio_on_holo_dark.png,67,60,,
framework,全局系统控件,系统框架 · xxhdpi,btn_radio_on_holo_light.png,framework-res,res/drawable-xxhdpi/btn_radio_on_holo_light.png,67,60,,
framework,全局系统控件,系统框架 · xxhdpi,btn_radio_on_pressed_holo_dark.png,framework-res,res/drawable-xxhdpi/btn_radio_on_pressed_holo_dark.png,67,60,,
framework,全局系统控件,系统框架 · xxhdpi,btn_radio_on_pressed_holo_light.png,framework-res,res/drawable-xxhdpi/btn_radio_on_pressed_holo_light.png,67,60,,
framework,全局系统控件,系统框架 · xxhdpi,cab_background_bottom_holo_dark.9.png,framework-res,res/drawable-xxhdpi/cab_background_bottom_holo_dark.9.png,48,48,是,
framework,全局系统控件,系统框架 · xxhdpi,cab_background_bottom_holo_light.9.png,framework-res,res/drawable-xxhdpi/cab_background_bottom_holo_light.9.png,48,48,是,
framework,全局系统控件,系统框架 · xxhdpi,cab_background_top_holo_dark.9.png,framework-res,res/drawable-xxhdpi/cab_background_top_holo_dark.9.png,48,48,是,
framework,全局系统控件,系统框架 · xxhdpi,cab_background_top_holo_light.9.png,framework-res,res/drawable-xxhdpi/cab_background_top_holo_light.9.png,48,48,是,
framework,全局系统控件,系统框架 · xxhdpi,cloud_state_disabled_bg.9.png,framework-res,res/drawable-xxhdpi/cloud_state_disabled_bg.9.png,3,143,是,
framework,全局系统控件,系统框架 · xxhdpi,cloud_state_enabled_bg.9.png,framework-res,res/drawable-xxhdpi/cloud_state_enabled_bg.9.png,3,143,是,
framework,全局系统控件,系统框架 · xxhdpi,contact_header_bg.9.png,framework-res,res/drawable-xxhdpi/contact_header_bg.9.png,23,131,是,
framework,全局系统控件,系统框架 · xxhdpi,对话框背景,framework-res,res/drawable-xxhdpi/dialog_bg_light.9.png,350,390,是,★
framework,全局系统控件,系统框架 · xxhdpi,dialog_bottom_holo_dark.9.png,framework-res,res/drawable-xxhdpi/dialog_bottom_holo_dark.9.png,190,54,是,
framework,全局系统控件,系统框架 · xxhdpi,dialog_bottom_holo_light.9.png,framework-res,res/drawable-xxhdpi/dialog_bottom_holo_light.9.png,190,54,是,
framework,全局系统控件,系统框架 · xxhdpi,dialog_button_bottom_holo_dark.9.png,framework-res,res/drawable-xxhdpi/dialog_button_bottom_holo_dark.9.png,190,54,是,
framework,全局系统控件,系统框架 · xxhdpi,dialog_button_bottom_holo_light.9.png,framework-res,res/drawable-xxhdpi/dialog_button_bottom_holo_light.9.png,190,54,是,
framework,全局系统控件,系统框架 · xxhdpi,dialog_full_holo_dark.9.png,framework-res,res/drawable-xxhdpi/dialog_full_holo_dark.9.png,190,88,是,
framework,全局系统控件,系统框架 · xxhdpi,dialog_full_holo_light.9.png,framework-res,res/drawable-xxhdpi/dialog_full_holo_light.9.png,190,88,是,
framework,全局系统控件,系统框架 · xxhdpi,dialog_material.9.png,framework-res,res/drawable-xxhdpi/dialog_material.9.png,350,390,是,
framework,全局系统控件,系统框架 · xxhdpi,dialog_menu.9.png,framework-res,res/drawable-xxhdpi/dialog_menu.9.png,350,390,是,
framework,全局系统控件,系统框架 · xxhdpi,dialog_middle_holo.9.png,framework-res,res/drawable-xxhdpi/dialog_middle_holo.9.png,190,1,是,
framework,全局系统控件,系统框架 · xxhdpi,dialog_middle_holo_dark.9.png,framework-res,res/drawable-xxhdpi/dialog_middle_holo_dark.9.png,190,1,是,
framework,全局系统控件,系统框架 · xxhdpi,dialog_middle_holo_light.9.png,framework-res,res/drawable-xxhdpi/dialog_middle_holo_light.9.png,190,1,是,
framework,全局系统控件,系统框架 · xxhdpi,dialog_top.9.png,framework-res,res/drawable-xxhdpi/dialog_top.9.png,350,390,是,
framework,全局系统控件,系统框架 · xxhdpi,dialog_top_holo_dark.9.png,framework-res,res/drawable-xxhdpi/dialog_top_holo_dark.9.png,190,54,是,
framework,全局系统控件,系统框架 · xxhdpi,dialog_top_holo_light.9.png,framework-res,res/drawable-xxhdpi/dialog_top_holo_light.9.png,190,54,是,
framework,全局系统控件,系统框架 · xxhdpi,edit_query_background_normal.9.png,framework-res,res/drawable-xxhdpi/edit_query_background_normal.9.png,101,101,是,
framework,全局系统控件,系统框架 · xxhdpi,edit_text_material.9.png,framework-res,res/drawable-xxhdpi/edit_text_material.9.png,108,96,是,
framework,全局系统控件,系统框架 · xxhdpi,fastscroll_thumb_default_holo.png,framework-res,res/drawable-xxhdpi/fastscroll_thumb_default_holo.png,27,74,,
framework,全局系统控件,系统框架 · xxhdpi,fastscroll_thumb_pressed_holo.png,framework-res,res/drawable-xxhdpi/fastscroll_thumb_pressed_holo.png,28,76,,
framework,全局系统控件,系统框架 · xxhdpi,fastscroll_track_default_holo_dark.9.png,framework-res,res/drawable-xxhdpi/fastscroll_track_default_holo_dark.9.png,14,15,是,
framework,全局系统控件,系统框架 · xxhdpi,fastscroll_track_default_holo_light.9.png,framework-res,res/drawable-xxhdpi/fastscroll_track_default_holo_light.9.png,14,15,是,
framework,全局系统控件,系统框架 · xxhdpi,fastscroll_track_pressed_holo_dark.9.png,framework-res,res/drawable-xxhdpi/fastscroll_track_pressed_holo_dark.9.png,14,15,是,
framework,全局系统控件,系统框架 · xxhdpi,fastscroll_track_pressed_holo_light.9.png,framework-res,res/drawable-xxhdpi/fastscroll_track_pressed_holo_light.9.png,14,15,是,
framework,全局系统控件,系统框架 · xxhdpi,highlight_pressed.9.png,framework-res,res/drawable-xxhdpi/highlight_pressed.9.png,12,12,是,
framework,全局系统控件,系统框架 · xxhdpi,ic_ab_back_holo_light.png,framework-res,res/drawable-xxhdpi/ic_ab_back_holo_light.png,100,100,,
framework,全局系统控件,系统框架 · xxhdpi,ic_btn_search.png,framework-res,res/drawable-xxhdpi/ic_btn_search.png,64,64,,
framework,全局系统控件,系统框架 · xxhdpi,ic_cab_done_holo_light.png,framework-res,res/drawable-xxhdpi/ic_cab_done_holo_light.png,100,100,,
framework,全局系统控件,系统框架 · xxhdpi,ic_corp_icon.png,framework-res,res/drawable-xxhdpi/ic_corp_icon.png,144,144,,
framework,全局系统控件,系统框架 · xxhdpi,ic_dialog_alert_holo_dark.png,framework-res,res/drawable-xxhdpi/ic_dialog_alert_holo_dark.png,64,64,,
framework,全局系统控件,系统框架 · xxhdpi,ic_dialog_alert_holo_light.png,framework-res,res/drawable-xxhdpi/ic_dialog_alert_holo_light.png,64,64,,
framework,全局系统控件,系统框架 · xxhdpi,list_activated_holo.9.png,framework-res,res/drawable-xxhdpi/list_activated_holo.9.png,12,12,是,
framework,全局系统控件,系统框架 · xxhdpi,分割线,framework-res,res/drawable-xxhdpi/list_divider_holo_dark.9.png,2,1,是,
framework,全局系统控件,系统框架 · xxhdpi,分割线,framework-res,res/drawable-xxhdpi/list_divider_holo_light.9.png,2,1,是,
framework,全局系统控件,系统框架 · xxhdpi,list_focused_holo.9.png,framework-res,res/drawable-xxhdpi/list_focused_holo.9.png,12,12,是,
framework,全局系统控件,系统框架 · xxhdpi,list_longpressed_holo.9.png,framework-res,res/drawable-xxhdpi/list_longpressed_holo.9.png,12,12,是,
framework,全局系统控件,系统框架 · xxhdpi,list_longpressed_holo_dark.9.png,framework-res,res/drawable-xxhdpi/list_longpressed_holo_dark.9.png,18,18,是,
framework,全局系统控件,系统框架 · xxhdpi,list_longpressed_holo_light.9.png,framework-res,res/drawable-xxhdpi/list_longpressed_holo_light.9.png,18,18,是,
framework,全局系统控件,系统框架 · xxhdpi,list_pressed_holo_dark.9.png,framework-res,res/drawable-xxhdpi/list_pressed_holo_dark.9.png,12,12,是,
framework,全局系统控件,系统框架 · xxhdpi,list_pressed_holo_light.9.png,framework-res,res/drawable-xxhdpi/list_pressed_holo_light.9.png,12,12,是,
framework,全局系统控件,系统框架 · xxhdpi,分割线,framework-res,res/drawable-xxhdpi/list_section_divider_holo_dark.9.png,18,96,是,
framework,全局系统控件,系统框架 · xxhdpi,分割线,framework-res,res/drawable-xxhdpi/list_section_divider_holo_light.9.png,240,50,是,
framework,全局系统控件,系统框架 · xxhdpi,分割线,framework-res,res/drawable-xxhdpi/list_section_divider_mtrl_alpha.9.png,18,96,是,
framework,全局系统控件,系统框架 · xxhdpi,list_selected_holo_dark.9.png,framework-res,res/drawable-xxhdpi/list_selected_holo_dark.9.png,12,12,是,
framework,全局系统控件,系统框架 · xxhdpi,list_selected_holo_light.9.png,framework-res,res/drawable-xxhdpi/list_selected_holo_light.9.png,12,12,是,
framework,全局系统控件,系统框架 · xxhdpi,list_selector_background_disabled.9.png,framework-res,res/drawable-xxhdpi/list_selector_background_disabled.9.png,96,96,是,
framework,全局系统控件,系统框架 · xxhdpi,list_selector_background_pressed.9.png,framework-res,res/drawable-xxhdpi/list_selector_background_pressed.9.png,15,21,是,
framework,全局系统控件,系统框架 · xxhdpi,menu_background.9.png,framework-res,res/drawable-xxhdpi/menu_background.9.png,53,25,是,
framework,全局系统控件,系统框架 · xxhdpi,menu_background_fill_parent_width.9.png,framework-res,res/drawable-xxhdpi/menu_background_fill_parent_width.9.png,41,40,是,
framework,全局系统控件,系统框架 · xxhdpi,menu_dropdown_panel_holo_light.9.png,framework-res,res/drawable-xxhdpi/menu_dropdown_panel_holo_light.9.png,52,24,是,
framework,全局系统控件,系统框架 · xxhdpi,menu_hardkey_panel_holo_light.9.png,framework-res,res/drawable-xxhdpi/menu_hardkey_panel_holo_light.9.png,62,80,是,
framework,全局系统控件,系统框架 · xxhdpi,设置分组标题背景,framework-res,res/drawable-xxhdpi/miuix_preference_category_bg_light.9.png,153,192,是,
framework,全局系统控件,系统框架 · xxhdpi,设置分组标题背景,framework-res,res/drawable-xxhdpi/miuix_preference_category_bg_no_title_light.9.png,155,122,是,
framework,全局系统控件,系统框架 · xxhdpi,设置列表项背景（首项）,framework-res,res/drawable-xxhdpi/miuix_preference_first_item_bg_light_normal.9.png,153,10,是,
framework,全局系统控件,系统框架 · xxhdpi,miuix_preference_item_radio_two_state_background.9.png,framework-res,res/drawable-xxhdpi/miuix_preference_item_radio_two_state_background.9.png,372,182,是,
framework,全局系统控件,系统框架 · xxhdpi,设置列表项背景（末项）,framework-res,res/drawable-xxhdpi/miuix_preference_last_item_bg_light_normal.9.png,153,10,是,
framework,全局系统控件,系统框架 · xxhdpi,miuix_preference_last_item_with_icon_bg_normal.9.png,framework-res,res/drawable-xxhdpi/miuix_preference_last_item_with_icon_bg_normal.9.png,153,160,是,
framework,全局系统控件,系统框架 · xxhdpi,设置列表项背景（中间项）,framework-res,res/drawable-xxhdpi/miuix_preference_middle_item_bg_light_normal.9.png,153,10,是,
framework,全局系统控件,系统框架 · xxhdpi,miuix_preference_middle_item_with_icon_bg_normal.9.png,framework-res,res/drawable-xxhdpi/miuix_preference_middle_item_with_icon_bg_normal.9.png,153,160,是,
framework,全局系统控件,系统框架 · xxhdpi,设置列表项背景（单项）,framework-res,res/drawable-xxhdpi/miuix_preference_single_item_bg_light_normal.9.png,153,10,是,
framework,全局系统控件,系统框架 · xxhdpi,miuix_preference_single_item_with_icon_bg_normal.9.png,framework-res,res/drawable-xxhdpi/miuix_preference_single_item_with_icon_bg_normal.9.png,153,160,是,
framework,全局系统控件,系统框架 · xxhdpi,分割线,framework-res,res/drawable-xxhdpi/numberpicker_selection_divider.9.png,4,4,是,
framework,全局系统控件,系统框架 · xxhdpi,overscroll_edge.png,framework-res,res/drawable-xxhdpi/overscroll_edge.png,1044,24,,
framework,全局系统控件,系统框架 · xxhdpi,overscroll_glow.png,framework-res,res/drawable-xxhdpi/overscroll_glow.png,1044,270,,
framework,全局系统控件,系统框架 · xxhdpi,panel_background.9.png,framework-res,res/drawable-xxhdpi/panel_background.9.png,190,88,是,
framework,全局系统控件,系统框架 · xxhdpi,picture_frame.9.png,framework-res,res/drawable-xxhdpi/picture_frame.9.png,56,52,是,
framework,全局系统控件,系统框架 · xxhdpi,pointer_spot_touch.png,framework-res,res/drawable-xxhdpi/pointer_spot_touch.png,79,77,,
framework,全局系统控件,系统框架 · xxhdpi,popup_bottom_bright.9.png,framework-res,res/drawable-xxhdpi/popup_bottom_bright.9.png,101,76,是,
framework,全局系统控件,系统框架 · xxhdpi,popup_bottom_dark.9.png,framework-res,res/drawable-xxhdpi/popup_bottom_dark.9.png,101,76,是,
framework,全局系统控件,系统框架 · xxhdpi,popup_bottom_medium.9.png,framework-res,res/drawable-xxhdpi/popup_bottom_medium.9.png,101,76,是,
framework,全局系统控件,系统框架 · xxhdpi,popup_center_bright.9.png,framework-res,res/drawable-xxhdpi/popup_center_bright.9.png,101,9,是,
framework,全局系统控件,系统框架 · xxhdpi,popup_center_dark.9.png,framework-res,res/drawable-xxhdpi/popup_center_dark.9.png,101,9,是,
framework,全局系统控件,系统框架 · xxhdpi,popup_center_medium.9.png,framework-res,res/drawable-xxhdpi/popup_center_medium.9.png,101,9,是,
framework,全局系统控件,系统框架 · xxhdpi,popup_full_bright.9.png,framework-res,res/drawable-xxhdpi/popup_full_bright.9.png,101,101,是,
framework,全局系统控件,系统框架 · xxhdpi,popup_full_dark.9.png,framework-res,res/drawable-xxhdpi/popup_full_dark.9.png,101,101,是,
