界面分类,界面名称,分组(模块/应用),图片对应功能,MTZ顶层模块,模块内路径,宽,高,九宫格.9.png,关键槽位
wallpaper,桌面壁纸 / 锁屏壁纸,壁纸 · wallpaper,桌面壁纸（主屏幕背景）,wallpaper,wallpaper/default_wallpaper.jpg,1440,3200,,★
wallpaper,桌面壁纸 / 锁屏壁纸,壁纸 · wallpaper,锁屏壁纸（锁定屏幕背景）,wallpaper,wallpaper/default_lock_wallpaper.jpg,1440,3200,,★
preview,主题预览图,预览图 · preview,主屏预览图,preview,preview/preview_wallpaper_0.jpg,1440,3200,,★
preview,主题预览图,预览图 · preview,锁屏预览图,preview,preview/preview_lockscreen_0.jpg,1440,3200,,★
preview,主题预览图,预览图 · preview,桌面预览图,preview,preview/preview_launcher_0.jpg,1440,3200,,★
preview,主题预览图,预览图 · preview,状态栏/通知栏预览图,preview,preview/preview_statusbar_0.jpg,1440,3200,,★
preview,主题预览图,预览图 · preview,控制中心预览图,preview,preview/preview_controlcenter_0.jpg,1440,3200,,★
preview,主题预览图,预览图 · preview,联系人预览图,preview,preview/preview_contact_0.jpg,1440,3200,,★
preview,主题预览图,预览图 · preview,短信预览图,preview,preview/preview_mms_0.jpg,1440,3200,,★
preview,主题预览图,预览图 · preview,息屏显示预览图,preview,preview/preview_aod_0.jpg,1080,2160,,★
aod,息屏显示 AOD,息屏显示 · 图标,息屏显示电池图标,aod,content/icon/battery.png,75,34,,
aod,息屏显示 AOD,息屏显示 · 图标,息屏显示手电筒图标,aod,content/icon/flash.png,35,34,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_00.png,465,549,,★
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_01.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_02.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_03.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_04.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_05.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_06.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_07.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_08.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_09.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_10.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_11.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_12.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_13.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_14.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_15.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_16.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_17.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_18.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_19.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_20.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_21.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_22.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_23.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_24.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_25.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_26.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_27.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_28.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_29.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_30.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_31.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_32.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_33.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_34.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_35.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_36.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_37.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_38.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_39.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_40.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_41.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_42.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_43.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_44.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_45.png,465,549,,★
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_46.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_47.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_48.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_49.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_50.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_51.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_52.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_53.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_54.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_55.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_56.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_57.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_58.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_59.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_60.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_61.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_62.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_63.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_64.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_65.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_66.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_67.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_68.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_69.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_70.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_71.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_72.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_73.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_74.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_75.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_76.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_77.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_78.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_79.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_80.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_81.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_82.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_83.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_84.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_85.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_86.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_87.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_88.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_89.png,465,549,,
aod,息屏显示 AOD,息屏显示 · 画面帧,息屏显示画面帧,aod,content/img/img_nuom_90.png,465,549,,
apps,系统应用换肤,日历,【日历】应用窗口背景（整页）,com.android.calendar,framework-miui-res/res/drawable-xxhdpi/window_bg_light.9.png,1440,3200,是,★
apps,系统应用换肤,日历 · 深色 miui,【日历】window_bg_dark.9.png,com.android.calendar,nightmode/framework-miui-res/res/drawable-xxhdpi/window_bg_dark.9.png,1440,3200,是,
apps,系统应用换肤,日历 · 深色 xxhdpi,【日历】card_blue_btn_normal.9.png,com.android.calendar,nightmode/res/drawable-xxhdpi/card_blue_btn_normal.9.png,124,124,是,
apps,系统应用换肤,日历 · 深色 xxhdpi,【日历】card_click_only_item_sha pe.9.png,com.android.calendar,nightmode/res/drawable-xxhdpi/card_click_only_item_sha pe.9.png,10,10,是,
apps,系统应用换肤,日历 · 深色 xxhdpi,【日历】homepage_new_event_bg _n.png,com.android.calendar,nightmode/res/drawable-xxhdpi/homepage_new_event_bg _n.png,10,10,,
apps,系统应用换肤,日历 · 深色 xxhdpi,【日历】indicator_bg.9.png,com.android.calendar,nightmode/res/drawable-xxhdpi/indicator_bg.9.png,10,10,是,
apps,系统应用换肤,日历 · 深色 xxhdpi,【日历】miuix_appcompat_dialog_default_btn_bg_dark.9.png,com.android.calendar,nightmode/res/drawable-xxhdpi/miuix_appcompat_dialog_default_btn_bg_dark.9.png,124,124,是,
apps,系统应用换肤,日历 · 深色 xxhdpi,【日历】miuix_appcompat_dialog_default_btn_bg_primary_dark.9.png,com.android.calendar,nightmode/res/drawable-xxhdpi/miuix_appcompat_dialog_default_btn_bg_primary_dark.9.png,124,124,是,
apps,系统应用换肤,日历 · 深色 xxhdpi,【日历】miuix_appcompat_window_bg_dark.9.png,com.android.calendar,nightmode/res/drawable-xxhdpi/miuix_appcompat_window_bg_dark.9.png,1440,3200,是,
apps,系统应用换肤,日历,【日历】card_blue_btn_normal.9.png,com.android.calendar,res/drawable-xxhdpi/card_blue_btn_normal.9.png,124,124,是,
apps,系统应用换肤,日历,【日历】对话框背景,com.android.calendar,res/drawable-xxhdpi/miuix_appcompat_dialog_bg_light.9.png,1080,732,是,★
apps,系统应用换肤,日历,【日历】对话框普通按钮,com.android.calendar,res/drawable-xxhdpi/miuix_appcompat_dialog_default_btn_bg_light.9.png,124,124,是,
apps,系统应用换肤,日历,【日历】对话框主按钮,com.android.calendar,res/drawable-xxhdpi/miuix_appcompat_dialog_default_btn_bg_primary_light.9.png,124,124,是,
apps,系统应用换肤,日历,【日历】应用窗口背景（整页）,com.android.calendar,res/drawable-xxhdpi/miuix_appcompat_window_bg_light.9.png,1440,3200,是,★
apps,系统应用换肤,相机 · res,【相机】window_bg_dark.9.png,com.android.camera,nightmode/res/window_bg_dark.9.png,1440,3200,是,
apps,系统应用换肤,相机,【相机】应用窗口背景（整页）,com.android.camera,res/drawable-xxhdpi/miuix_appcompat_window_bg_light.9.png,1440,3200,是,★
apps,系统应用换肤,相机,【相机】preference_category_background_no_title.9.png,com.android.camera,res/drawable-xxhdpi/preference_category_background_no_title.9.png,1076,98,是,
apps,系统应用换肤,联系人/拨号,【联系人/拨号】主操作悬浮按钮,com.android.contacts,framework-miui-res/res/drawable-nxhdpi/action_button_main_bg_light.png,148,148,,
apps,系统应用换肤,联系人/拨号,【联系人/拨号】主操作悬浮按钮,com.android.contacts,framework-miui-res/res/drawable-nxhdpi/action_button_main_new_light.png,150,150,,
apps,系统应用换肤,联系人/拨号,【联系人/拨号】action_button_new_normal_light.png,com.android.contacts,framework-miui-res/res/drawable-nxhdpi/action_button_new_normal_light.png,73,73,,
apps,系统应用换肤,联系人/拨号,【联系人/拨号】action_button_new_pressed_light.png,com.android.contacts,framework-miui-res/res/drawable-nxhdpi/action_button_new_pressed_light.png,73,73,,
apps,系统应用换肤,联系人/拨号,【联系人/拨号】btn_inline_detail_normal_light.png,com.android.contacts,framework-miui-res/res/drawable-nxhdpi/btn_inline_detail_normal_light.png,64,64,,
apps,系统应用换肤,联系人/拨号,【联系人/拨号】btn_inline_detail_pressed_light.png,com.android.contacts,framework-miui-res/res/drawable-nxhdpi/btn_inline_detail_pressed_light.png,64,64,,
apps,系统应用换肤,联系人/拨号,【联系人/拨号】context_menu_separate_item_bg_light.9.png,com.android.contacts,framework-miui-res/res/drawable-nxhdpi/context_menu_separate_item_bg_light.9.png,161,124,是,
apps,系统应用换肤,联系人/拨号,【联系人/拨号】列表右箭头,com.android.contacts,framework-miui-res/res/drawable-nxhdpi/miuix_appcompat_arrow_right.png,28,28,,
apps,系统应用换肤,联系人/拨号,【联系人/拨号】列表右箭头,com.android.contacts,framework-miui-res/res/drawable-nxhdpi/miuix_preference_arrow_right.png,28,28,,
apps,系统应用换肤,联系人/拨号,【联系人/拨号】搜索框输入背景,com.android.contacts,framework-miui-res/res/drawable-nxhdpi/search_mode_edit_text_bg_light.9.png,754,163,是,
apps,系统应用换肤,联系人/拨号,【联系人/拨号】应用窗口背景（整页）,com.android.contacts,framework-miui-res/res/drawable-nxhdpi/window_bg_light.9.png,1078,2398,是,★
apps,系统应用换肤,联系人/拨号,【联系人/拨号】主操作悬浮按钮,com.android.contacts,framework-miui-res/res/drawable-xxhdpi/action_button_main_bg_light.png,148,148,,
apps,系统应用换肤,联系人/拨号,【联系人/拨号】主操作悬浮按钮,com.android.contacts,framework-miui-res/res/drawable-xxhdpi/action_button_main_new_light.png,150,150,,
apps,系统应用换肤,联系人/拨号,【联系人/拨号】action_button_new_normal_light.png,com.android.contacts,framework-miui-res/res/drawable-xxhdpi/action_button_new_normal_light.png,73,73,,
apps,系统应用换肤,联系人/拨号,【联系人/拨号】action_button_new_pressed_light.png,com.android.contacts,framework-miui-res/res/drawable-xxhdpi/action_button_new_pressed_light.png,73,73,,
apps,系统应用换肤,联系人/拨号,【联系人/拨号】alphabet_indexer_bg.9.png,com.android.contacts,framework-miui-res/res/drawable-xxhdpi/alphabet_indexer_bg.9.png,50,100,是,
apps,系统应用换肤,联系人/拨号,【联系人/拨号】输入框背景,com.android.contacts,framework-miui-res/res/drawable-xxhdpi/edit_text_bg_dialog_single_light.9.png,61,110,是,
apps,系统应用换肤,联系人/拨号,【联系人/拨号】输入框背景,com.android.contacts,framework-miui-res/res/drawable-xxhdpi/edit_text_bg_single_light.9.png,61,110,是,
apps,系统应用换肤,联系人/拨号,【联系人/拨号】列表右箭头,com.android.contacts,framework-miui-res/res/drawable-xxhdpi/miuix_appcompat_arrow_right.png,28,28,,
apps,系统应用换肤,联系人/拨号,【联系人/拨号】miuix_appcpmpat_btn_checkbox_dialog_off_disabled_light.png,com.android.contacts,framework-miui-res/res/drawable-xxhdpi/miuix_appcpmpat_btn_checkbox_dialog_off_disabled_light.png,90,90,,
apps,系统应用换肤,联系人/拨号,【联系人/拨号】miuix_appcpmpat_btn_checkbox_dialog_off_normal_light.png,com.android.contacts,framework-miui-res/res/drawable-xxhdpi/miuix_appcpmpat_btn_checkbox_dialog_off_normal_light.png,90,90,,
apps,系统应用换肤,联系人/拨号,【联系人/拨号】miuix_appcpmpat_btn_checkbox_off_disabled_light.png,com.android.contacts,framework-miui-res/res/drawable-xxhdpi/miuix_appcpmpat_btn_checkbox_off_disabled_light.png,90,90,,
apps,系统应用换肤,联系人/拨号,【联系人/拨号】miuix_appcpmpat_btn_checkbox_off_normal_light.png,com.android.contacts,framework-miui-res/res/drawable-xxhdpi/miuix_appcpmpat_btn_checkbox_off_normal_light.png,90,90,,
apps,系统应用换肤,联系人/拨号,【联系人/拨号】列表右箭头,com.android.contacts,framework-miui-res/res/drawable-xxhdpi/miuix_preference_arrow_right.png,28,28,,
apps,系统应用换肤,联系人/拨号,【联系人/拨号】搜索框输入背景,com.android.contacts,framework-miui-res/res/drawable-xxhdpi/search_mode_edit_text_bg_light.9.png,754,163,是,
apps,系统应用换肤,联系人/拨号,【联系人/拨号】应用窗口背景（整页）,com.android.contacts,framework-miui-res/res/drawable-xxhdpi/window_bg_light.9.png,1078,2398,是,★
apps,系统应用换肤,联系人/拨号,【联系人/拨号】word_photo_bg.png,com.android.contacts,framework-miui-res/res/drawable-xxhdpi/word_photo_bg.png,120,120,,
apps,系统应用换肤,联系人/拨号 · drawable-nxhdpi,【联系人/拨号】主操作悬浮按钮,com.android.contacts,nightmode/framework-miui-res/res/drawable-nxhdpi/action_button_main_bg_light.png,148,148,,
apps,系统应用换肤,联系人/拨号 · drawable-nxhdpi,【联系人/拨号】主操作悬浮按钮,com.android.contacts,nightmode/framework-miui-res/res/drawable-nxhdpi/action_button_main_new_light.png,150,150,,
apps,系统应用换肤,联系人/拨号 · drawable-nxhdpi,【联系人/拨号】action_button_new_normal_light.png,com.android.contacts,nightmode/framework-miui-res/res/drawable-nxhdpi/action_button_new_normal_light.png,73,73,,
apps,系统应用换肤,联系人/拨号 · drawable-nxhdpi,【联系人/拨号】action_button_new_pressed_light.png,com.android.contacts,nightmode/framework-miui-res/res/drawable-nxhdpi/action_button_new_pressed_light.png,73,73,,
apps,系统应用换肤,联系人/拨号 · drawable-nxhdpi,【联系人/拨号】btn_inline_detail_normal_light.png,com.android.contacts,nightmode/framework-miui-res/res/drawable-nxhdpi/btn_inline_detail_normal_light.png,64,64,,
apps,系统应用换肤,联系人/拨号 · drawable-nxhdpi,【联系人/拨号】btn_inline_detail_pressed_light.png,com.android.contacts,nightmode/framework-miui-res/res/drawable-nxhdpi/btn_inline_detail_pressed_light.png,64,64,,
apps,系统应用换肤,联系人/拨号 · drawable-nxhdpi,【联系人/拨号】context_menu_separate_item_bg_light.9.png,com.android.contacts,nightmode/framework-miui-res/res/drawable-nxhdpi/context_menu_separate_item_bg_light.9.png,161,124,是,
apps,系统应用换肤,联系人/拨号 · drawable-nxhdpi,【联系人/拨号】列表右箭头,com.android.contacts,nightmode/framework-miui-res/res/drawable-nxhdpi/miuix_appcompat_arrow_right.png,28,28,,
apps,系统应用换肤,联系人/拨号 · drawable-nxhdpi,【联系人/拨号】列表右箭头,com.android.contacts,nightmode/framework-miui-res/res/drawable-nxhdpi/miuix_preference_arrow_right.png,28,28,,
apps,系统应用换肤,联系人/拨号 · drawable-nxhdpi,【联系人/拨号】搜索框输入背景,com.android.contacts,nightmode/framework-miui-res/res/drawable-nxhdpi/search_mode_edit_text_bg_light.9.png,754,163,是,
apps,系统应用换肤,联系人/拨号 · drawable-nxhdpi,【联系人/拨号】window_bg_dark.9.png,com.android.contacts,nightmode/framework-miui-res/res/drawable-nxhdpi/window_bg_dark.9.png,1078,2398,是,
apps,系统应用换肤,联系人/拨号 · 深色 miui,【联系人/拨号】主操作悬浮按钮,com.android.contacts,nightmode/framework-miui-res/res/drawable-xxhdpi/action_button_main_bg_light.png,148,148,,
apps,系统应用换肤,联系人/拨号 · 深色 miui,【联系人/拨号】主操作悬浮按钮,com.android.contacts,nightmode/framework-miui-res/res/drawable-xxhdpi/action_button_main_new_light.png,150,150,,
apps,系统应用换肤,联系人/拨号 · 深色 miui,【联系人/拨号】action_button_new_normal_light.png,com.android.contacts,nightmode/framework-miui-res/res/drawable-xxhdpi/action_button_new_normal_light.png,73,73,,
apps,系统应用换肤,联系人/拨号 · 深色 miui,【联系人/拨号】action_button_new_pressed_light.png,com.android.contacts,nightmode/framework-miui-res/res/drawable-xxhdpi/action_button_new_pressed_light.png,73,73,,
apps,系统应用换肤,联系人/拨号 · 深色 miui,【联系人/拨号】alphabet_indexer_bg.9.png,com.android.contacts,nightmode/framework-miui-res/res/drawable-xxhdpi/alphabet_indexer_bg.9.png,50,100,是,
apps,系统应用换肤,联系人/拨号 · 深色 miui,【联系人/拨号】输入框背景,com.android.contacts,nightmode/framework-miui-res/res/drawable-xxhdpi/edit_text_bg_dialog_single_light.9.png,61,110,是,
apps,系统应用换肤,联系人/拨号 · 深色 miui,【联系人/拨号】输入框背景,com.android.contacts,nightmode/framework-miui-res/res/drawable-xxhdpi/edit_text_bg_single_light.9.png,61,110,是,
apps,系统应用换肤,联系人/拨号 · 深色 miui,【联系人/拨号】列表右箭头,com.android.contacts,nightmode/framework-miui-res/res/drawable-xxhdpi/miuix_appcompat_arrow_right.png,28,28,,
apps,系统应用换肤,联系人/拨号 · 深色 miui,【联系人/拨号】miuix_appcpmpat_btn_checkbox_dialog_off_disabled_light.png,com.android.contacts,nightmode/framework-miui-res/res/drawable-xxhdpi/miuix_appcpmpat_btn_checkbox_dialog_off_disabled_light.png,90,90,,
apps,系统应用换肤,联系人/拨号 · 深色 miui,【联系人/拨号】miuix_appcpmpat_btn_checkbox_dialog_off_normal_light.png,com.android.contacts,nightmode/framework-miui-res/res/drawable-xxhdpi/miuix_appcpmpat_btn_checkbox_dialog_off_normal_light.png,90,90,,
apps,系统应用换肤,联系人/拨号 · 深色 miui,【联系人/拨号】miuix_appcpmpat_btn_checkbox_off_disabled_light.png,com.android.contacts,nightmode/framework-miui-res/res/drawable-xxhdpi/miuix_appcpmpat_btn_checkbox_off_disabled_light.png,90,90,,
apps,系统应用换肤,联系人/拨号 · 深色 miui,【联系人/拨号】miuix_appcpmpat_btn_checkbox_off_normal_light.png,com.android.contacts,nightmode/framework-miui-res/res/drawable-xxhdpi/miuix_appcpmpat_btn_checkbox_off_normal_light.png,90,90,,
apps,系统应用换肤,联系人/拨号 · 深色 miui,【联系人/拨号】列表右箭头,com.android.contacts,nightmode/framework-miui-res/res/drawable-xxhdpi/miuix_preference_arrow_right.png,28,28,,
apps,系统应用换肤,联系人/拨号 · 深色 miui,【联系人/拨号】搜索框输入背景,com.android.contacts,nightmode/framework-miui-res/res/drawable-xxhdpi/search_mode_edit_text_bg_light.9.png,754,163,是,
apps,系统应用换肤,联系人/拨号 · 深色 miui,【联系人/拨号】window_bg_dark.9.png,com.android.contacts,nightmode/framework-miui-res/res/drawable-xxhdpi/window_bg_dark.9.png,1078,2398,是,
apps,系统应用换肤,联系人/拨号 · 深色 miui,【联系人/拨号】word_photo_bg.png,com.android.contacts,nightmode/framework-miui-res/res/drawable-xxhdpi/word_photo_bg.png,120,120,,
apps,系统应用换肤,联系人/拨号 · 深色 nxhdpi,【联系人/拨号】拨号盘,com.android.contacts,nightmode/res/drawable-nxhdpi/dialer_btn_call_bg.png,178,178,,
apps,系统应用换肤,联系人/拨号 · 深色 nxhdpi,【联系人/拨号】列表右箭头,com.android.contacts,nightmode/res/drawable-nxhdpi/miuix_appcompat_arrow_right.png,28,28,,
apps,系统应用换肤,联系人/拨号 · 深色 nxhdpi,【联系人/拨号】miuix_appcompat_btn_inline_detail_normal_light.png,com.android.contacts,nightmode/res/drawable-nxhdpi/miuix_appcompat_btn_inline_detail_normal_light.png,64,64,,
apps,系统应用换肤,联系人/拨号 · 深色 nxhdpi,【联系人/拨号】miuix_appcompat_btn_inline_detail_pressed_light.png,com.android.contacts,nightmode/res/drawable-nxhdpi/miuix_appcompat_btn_inline_detail_pressed_light.png,64,64,,
apps,系统应用换肤,联系人/拨号 · 深色 nxhdpi,【联系人/拨号】搜索模式背景,com.android.contacts,nightmode/res/drawable-nxhdpi/miuix_appcompat_search_mode_bg_light.9.png,141,160,是,
apps,系统应用换肤,联系人/拨号 · 深色 nxhdpi,【联系人/拨号】miuix_appcompat_window_search_mask.9.png,com.android.contacts,nightmode/res/drawable-nxhdpi/miuix_appcompat_window_search_mask.9.png,1,1,是,
apps,系统应用换肤,联系人/拨号 · 深色 nxhdpi,【联系人/拨号】列表右箭头,com.android.contacts,nightmode/res/drawable-nxhdpi/miuix_preference_arrow_right.png,28,28,,
